SOCcode,JobName,JobFamily,isBright,isGreen,JobZone,MedianSalary,JobForecast,ChanceAuto,WageGroup
15-1199.07,Data Warehousing Specialists,Computer and Mathematical,TRUE,FALSE,4,90270,35700,-1,"Computer Occupations, All Other"
15-1141.00,Database Administrators,Computer and Mathematical,TRUE,FALSE,4,90070,9700,3,
15-1199.06,Database Architects,Computer and Mathematical,TRUE,FALSE,4,90270,35700,-1,"Computer Occupations, All Other"
41-9011.00,Demonstrators and Product Promoters,Sales and Related,FALSE,FALSE,2,28960,15800,51,
31-9091.00,Dental Assistants,Healthcare Support,TRUE,FALSE,3,38660,44800,51,
29-2021.00,Dental Hygienists,Healthcare Practitioners and Technical,TRUE,FALSE,3,74820,17900,68,
51-9081.00,Dental Laboratory Technicians,Production,TRUE,FALSE,2,40440,5100,97,
29-1029.00,"Dentists, All Other Specialists",Healthcare Practitioners and Technical,FALSE,FALSE,-1,146970,200,-1,
29-1021.00,"Dentists, General",Healthcare Practitioners and Technical,TRUE,FALSE,5,151850,5300,0.4,
29-1069.02,Dermatologists,Healthcare Practitioners and Technical,TRUE,FALSE,5,200890,16500,-1,"Physicians and Surgeons, All Other"
47-5011.00,"Derrick Operators, Oil and Gas",Construction and Extraction,TRUE,FALSE,1,46120,2100,80,
27-1029.00,"Designers, All Other","Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,-1,60570,1200,-1,
43-9031.00,Desktop Publishers,Office and Administrative Support,FALSE,FALSE,3,42910,1200,16,
33-3021.00,Detectives and Criminal Investigators,Protective Service,FALSE,FALSE,-1,81920,7500,34,
29-2032.00,Diagnostic Medical Sonographers,Healthcare Practitioners and Technical,TRUE,FALSE,3,72510,5800,35,
29-2051.00,Dietetic Technicians,Healthcare Practitioners and Technical,FALSE,FALSE,2,27140,3100,13,
29-1031.00,Dietitians and Nutritionists,Healthcare Practitioners and Technical,TRUE,FALSE,5,60370,5500,0.4,
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving Related,TRUE,FALSE,1,22270,88000,91,
21-2021.00,"Directors, Religious Activities and Education",Community and Social Service,FALSE,FALSE,4,40810,20900,3,
27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio","Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,4,71680,16000,-1,Producers and Directors
35-9021.00,Dishwashers,Food Preparation and Serving Related,FALSE,FALSE,1,22730,85000,77,
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Office and Administrative Support,FALSE,TRUE,2,39470,19600,96,
11-9039.01,Distance Learning Coordinators,Management,TRUE,FALSE,5,82850,4200,-1,"Education Administrators, All Other"
15-1199.12,Document Management Specialists,Computer and Mathematical,TRUE,FALSE,4,90270,35700,-1,"Computer Occupations, All Other"
41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",Sales and Related,FALSE,FALSE,1,26430,7800,-1,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
17-3019.00,"Drafters, All Other",Architecture and Engineering,FALSE,FALSE,-1,51850,1700,-1,
53-7031.00,Dredge Operators,Transportation and Material Moving,FALSE,FALSE,2,45260,200,92,
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,FALSE,TRUE,2,38020,900,-1,
53-3031.00,Driver/Sales Workers,Transportation and Material Moving,FALSE,FALSE,2,24700,48800,-1,
47-2081.00,Drywall and Ceiling Tile Installers,Construction and Extraction,FALSE,FALSE,2,43730,12600,79,
47-5021.00,"Earth Drillers, Except Oil and Gas",Construction and Extraction,TRUE,FALSE,2,44430,2900,85,
25-1063.00,"Economics Teachers, Postsecondary","Education, Training, and Library",TRUE,FALSE,5,101480,1500,-1,
19-3011.00,Economists,"Life, Physical, and Social Science",TRUE,FALSE,5,104340,1800,43,
27-3041.00,Editors,"Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,4,59480,12400,6,
11-9039.00,"Education Administrators, All Other",Management,TRUE,FALSE,-1,82850,4200,-1,
11-9032.00,"Education Administrators, Elementary and Secondary School",Management,FALSE,FALSE,5,95310,22900,0.5,
11-9033.00,"Education Administrators, Postsecondary",Management,TRUE,FALSE,5,94340,16800,1,
11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",Management,TRUE,FALSE,4,47940,5800,-1,
25-1081.00,"Education Teachers, Postsecondary","Education, Training, and Library",TRUE,FALSE,5,64780,7400,-1,
25-9099.00,"Education, Training, and Library Workers, All Other","Education, Training, and Library",FALSE,FALSE,-1,42080,12000,-1,
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",Community and Social Service,TRUE,FALSE,5,56310,37300,0.9,
49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Installation, Maintenance, and Repair",FALSE,FALSE,3,42840,1900,76,
17-3023.00,Electrical and Electronic Engineering Technicians,Architecture and Engineering,FALSE,FALSE,-1,64330,12700,-1,
51-2022.00,Electrical and Electronic Equipment Assemblers,Production,FALSE,TRUE,2,33690,31400,95,"Electrical, Electronics, and Electromechanical Assemblers"
17-3012.00,Electrical and Electronics Drafters,Architecture and Engineering,FALSE,FALSE,-1,60070,2800,81,
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Installation, Maintenance, and Repair",FALSE,FALSE,3,60340,1000,-1,
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Installation, Maintenance, and Repair",FALSE,TRUE,3,58110,5400,-1,
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Installation, Maintenance, and Repair",FALSE,FALSE,3,80200,2100,-1,
17-3012.02,Electrical Drafters,Architecture and Engineering,FALSE,FALSE,3,60070,2800,-1,Electrical and Electronics Drafters
17-3023.03,Electrical Engineering Technicians,Architecture and Engineering,FALSE,TRUE,3,64330,12700,-1,Electrical and Electronic Engineering Technicians
17-3029.02,Electrical Engineering Technologists,Architecture and Engineering,FALSE,TRUE,4,63200,8800,-1,"Engineering Technicians, Except Drafters, All Other"
17-2071.00,Electrical Engineers,Architecture and Engineering,FALSE,TRUE,4,96640,13900,10,
49-9051.00,Electrical Power-Line Installers and Repairers,"Installation, Maintenance, and Repair",TRUE,TRUE,3,70910,11400,10,
47-2111.00,Electricians,Construction and Extraction,TRUE,TRUE,3,55190,94600,15,
17-3024.00,Electro-Mechanical Technicians,Architecture and Engineering,FALSE,TRUE,3,57790,1400,81,
17-3029.03,Electromechanical Engineering Technologists,Architecture and Engineering,FALSE,TRUE,4,63200,8800,-1,"Engineering Technicians, Except Drafters, All Other"
51-2023.00,Electromechanical Equipment Assemblers,Production,FALSE,FALSE,2,33690,31400,97,"Electrical, Electronics, and Electromechanical Assemblers"
17-3012.01,Electronic Drafters,Architecture and Engineering,FALSE,FALSE,3,60070,2800,-1,Electrical and Electronics Drafters
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles","Installation, Maintenance, and Repair",FALSE,FALSE,3,35590,800,61,
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,"Installation, Maintenance, and Repair",FALSE,FALSE,3,38160,3300,65,
17-3023.01,Electronics Engineering Technicians,Architecture and Engineering,FALSE,TRUE,3,64330,12700,-1,Electrical and Electronic Engineering Technicians
17-3029.04,Electronics Engineering Technologists,Architecture and Engineering,FALSE,TRUE,3,63200,8800,-1,"Engineering Technicians, Except Drafters, All Other"
17-2072.00,"Electronics Engineers, Except Computer",Architecture and Engineering,FALSE,TRUE,4,102700,9000,3,
25-2021.00,"Elementary School Teachers, Except Special Education","Education, Training, and Library",TRUE,FALSE,4,58230,112400,0.4,
47-4021.00,Elevator Installers and Repairers,Construction and Extraction,TRUE,FALSE,3,79780,3500,39,
43-4061.00,"Eligibility Interviewers, Government Programs",Office and Administrative Support,FALSE,FALSE,3,46020,14700,70,
39-4011.00,Embalmers,Personal Care and Service,FALSE,FALSE,3,44250,700,54,
11-9161.00,Emergency Management Directors,Management,FALSE,FALSE,4,74420,900,0.3,
29-2041.00,Emergency Medical Technicians and Paramedics,Healthcare Practitioners and Technical,TRUE,FALSE,3,34320,19900,5,
31-9099.02,Endoscopy Technicians,Healthcare Support,TRUE,FALSE,3,37830,11700,-1,"Healthcare Support Workers, All Other"
13-1199.01,Energy Auditors,Business and Financial Operations,TRUE,TRUE,3,70530,119600,-1,"Business Operations Specialists, All Other"
41-3099.01,Energy Brokers,Sales and Related,TRUE,TRUE,4,54550,146800,-1,"Sales Representatives, Services, All Other"
17-2199.03,Energy Engineers,Architecture and Engineering,FALSE,TRUE,4,96980,11700,-1,"Engineers, All Other"
51-2031.00,Engine and Other Machine Assemblers,Production,FALSE,TRUE,2,44380,4500,82,
25-1032.00,"Engineering Teachers, Postsecondary","Education, Training, and Library",TRUE,FALSE,5,101720,4700,-1,
17-3029.00,"Engineering Technicians, Except Drafters, All Other",Architecture and Engineering,FALSE,FALSE,-1,63200,8800,24,
17-2199.00,"Engineers, All Other",Architecture and Engineering,FALSE,FALSE,-1,96980,11700,1.4,
25-1123.00,"English Language and Literature Teachers, Postsecondary","Education, Training, and Library",FALSE,FALSE,5,66590,7300,-1,
27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other","Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,-1,15.94,4600,-1,
39-3099.00,"Entertainment Attendants and Related Workers, All Other",Personal Care and Service,FALSE,FALSE,-1,24290,1400,-1,
13-1041.01,Environmental Compliance Inspectors,Business and Financial Operations,FALSE,FALSE,4,68860,30700,-1,Compliance Officers
19-3011.01,Environmental Economists,"Life, Physical, and Social Science",TRUE,TRUE,5,104340,1800,-1,Economists
17-3025.00,Environmental Engineering Technicians,Architecture and Engineering,TRUE,TRUE,4,50560,2000,25,
17-2081.00,Environmental Engineers,Architecture and Engineering,FALSE,TRUE,5,87620,4600,1.8,
19-2041.02,Environmental Restoration Planners,"Life, Physical, and Social Science",TRUE,TRUE,5,71130,10300,-1,"Environmental Scientists and Specialists, Including Health"
19-4091.00,"Environmental Science and Protection Technicians, Including Health","Life, Physical, and Social Science",TRUE,TRUE,4,46170,4600,-1,
25-1053.00,"Environmental Science Teachers, Postsecondary","Education, Training, and Library",FALSE,FALSE,5,79910,700,-1,
19-2041.00,"Environmental Scientists and Specialists, Including Health","Life, Physical, and Social Science",TRUE,TRUE,4,71130,10300,3,
19-1041.00,Epidemiologists,"Life, Physical, and Social Science",FALSE,FALSE,5,69660,700,20,
13-1041.03,Equal Opportunity Representatives and Officers,Business and Financial Operations,FALSE,FALSE,4,68860,30700,-1,Compliance Officers
51-9194.00,Etchers and Engravers,Production,FALSE,FALSE,2,31330,1300,98,
53-7032.00,Excavating and Loading Machine and Dragline Operators,Transportation and Material Moving,TRUE,FALSE,2,44270,6500,94,
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Office and Administrative Support,FALSE,FALSE,3,59340,50500,86,
29-1128.00,Exercise Physiologists,Healthcare Practitioners and Technical,TRUE,FALSE,5,49270,1100,-1,
47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Construction and Extraction,FALSE,FALSE,2,49860,800,48,
47-5099.00,"Extraction Workers, All Other",Construction and Extraction,TRUE,FALSE,-1,54840,1000,-1,
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Production,FALSE,FALSE,2,35150,8300,-1,
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Production,FALSE,FALSE,2,34200,2300,-1,
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Production,FALSE,FALSE,2,35120,7600,-1,
51-6092.00,Fabric and Apparel Patternmakers,Production,FALSE,FALSE,3,40560,600,0.5,
49-9093.00,"Fabric Menders, Except Garment","Installation, Maintenance, and Repair",FALSE,FALSE,1,30730,0,96,
45-4021.00,Fallers,"Farming, Fishing, and Forestry",FALSE,FALSE,1,44080,800,76,
29-1062.00,Family and General Practitioners,Healthcare Practitioners and Technical,TRUE,FALSE,5,201100,5100,-1,
25-9021.00,Farm and Home Management Advisors,"Education, Training, and Library",FALSE,TRUE,5,49840,1000,0.8,
11-9013.02,Farm and Ranch Managers,Management,FALSE,TRUE,4,67950,95600,-1,"Farmers, Ranchers, and Other Agricultural Managers"
49-3041.00,Farm Equipment Mechanics and Service Technicians,"Installation, Maintenance, and Repair",FALSE,FALSE,3,40630,4800,75,
13-1074.00,Farm Labor Contractors,Business and Financial Operations,TRUE,FALSE,2,46150,200,97,
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Management,FALSE,FALSE,-1,67950,95600,5,
45-2092.02,"Farmworkers and Laborers, Crop","Farming, Fishing, and Forestry",FALSE,FALSE,1,24320,88800,-1,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farming, Fishing, and Forestry",FALSE,FALSE,-1,24320,88800,-1,
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Farming, Fishing, and Forestry",FALSE,FALSE,2,26560,40600,-1,
27-1022.00,Fashion Designers,"Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,3,72720,2600,2,
47-4031.00,Fence Erectors,Construction and Extraction,TRUE,FALSE,2,34800,4200,92,
51-2091.00,Fiberglass Laminators and Fabricators,Production,FALSE,FALSE,2,34500,2600,93,
43-4071.00,File Clerks,Office and Administrative Support,FALSE,FALSE,2,31700,11900,97,
27-4032.00,Film and Video Editors,"Arts, Design, Entertainment, Sports, and Media",TRUE,FALSE,3,62650,4700,31,
13-2051.00,Financial Analysts,Business and Financial Operations,FALSE,TRUE,4,85660,30900,23,
43-3099.00,"Financial Clerks, All Other",Office and Administrative Support,TRUE,FALSE,-1,41020,4000,-1,
13-2061.00,Financial Examiners,Business and Financial Operations,TRUE,FALSE,4,80180,5200,17,
11-3031.00,Financial Managers,Management,TRUE,FALSE,-1,127990,64900,7,
11-3031.02,"Financial Managers, Branch or Department",Management,TRUE,FALSE,4,127990,64900,-1,Financial Managers
13-2099.01,Financial Quantitative Analysts,Business and Financial Operations,FALSE,TRUE,5,70280,13700,-1,"Financial Specialists, All Other"
13-2099.00,"Financial Specialists, All Other",Business and Financial Operations,FALSE,FALSE,-1,70280,13700,33,
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators","Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,3,49380,3100,4,
33-2021.01,Fire Inspectors,Protective Service,FALSE,FALSE,3,62510,1300,-1,Fire Inspectors and Investigators
33-2021.00,Fire Inspectors and Investigators,Protective Service,FALSE,FALSE,-1,62510,1300,48,
33-2021.02,Fire Investigators,Protective Service,FALSE,FALSE,3,62510,1300,-1,Fire Inspectors and Investigators
17-2111.02,Fire-Prevention and Protection Engineers,Architecture and Engineering,FALSE,FALSE,4,89130,2000,-1,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
33-2011.00,Firefighters,Protective Service,FALSE,FALSE,-1,49620,25000,17,
45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers,"Farming, Fishing, and Forestry",FALSE,TRUE,3,46960,8400,-1,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers,"Farming, Fishing, and Forestry",FALSE,FALSE,3,46960,8400,-1,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-1011.06,First-Line Supervisors of Aquacultural Workers,"Farming, Fishing, and Forestry",FALSE,FALSE,4,46960,8400,-1,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,TRUE,FALSE,3,65230,79400,-1,
33-1011.00,First-Line Supervisors of Correctional Officers,Protective Service,FALSE,FALSE,3,63340,2800,3,
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Farming, Fishing, and Forestry",FALSE,FALSE,-1,46960,8400,57,
33-1021.00,First-Line Supervisors of Fire Fighting and Prevention Workers,Protective Service,FALSE,FALSE,-1,76330,4800,0.4,
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving Related,TRUE,FALSE,2,32450,169900,63,
53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Transportation and Material Moving,FALSE,FALSE,2,55470,48900,-1,Supervisors of Transportation and Material Moving Workers
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Building and Grounds Cleaning and Maintenance,TRUE,FALSE,2,39940,30400,94,
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Building and Grounds Cleaning and Maintenance,TRUE,FALSE,3,48220,24300,-1,
45-1011.05,First-Line Supervisors of Logging Workers,"Farming, Fishing, and Forestry",FALSE,TRUE,2,46960,8400,-1,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",FALSE,TRUE,3,66140,47500,0.3,
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Sales and Related,FALSE,FALSE,4,73390,37000,8,
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Office and Administrative Support,TRUE,FALSE,3,55810,161100,-1,
39-1021.00,First-Line Supervisors of Personal Service Workers,Personal Care and Service,TRUE,FALSE,3,38400,34400,8,
33-1012.00,First-Line Supervisors of Police and Detectives,Protective Service,FALSE,FALSE,3,89030,8300,0.4,
51-1011.00,First-Line Supervisors of Production and Operating Workers,Production,FALSE,TRUE,2,60420,65200,1.6,
33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",Protective Service,FALSE,FALSE,-1,49640,8100,-1,
41-1011.00,First-Line Supervisors of Retail Sales Workers,Sales and Related,TRUE,FALSE,2,39630,165500,28,
53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,Transportation and Material Moving,FALSE,FALSE,2,55470,48900,-1,Supervisors of Transportation and Material Moving Workers
33-3031.00,Fish and Game Wardens,Protective Service,FALSE,TRUE,4,57710,500,8,
45-3011.00,Fishers and Related Fishing Workers,"Farming, Fishing, and Forestry",FALSE,FALSE,1,25380,6200,83,"Farming, Fishing, and Forestry Occupations"
11-9039.02,Fitness and Wellness Coordinators,Management,TRUE,FALSE,4,82850,4200,-1,"Education Administrators, All Other"
39-9031.00,Fitness Trainers and Aerobics Instructors,Personal Care and Service,TRUE,FALSE,3,39820,67600,9,
53-2031.00,Flight Attendants,Transportation and Material Moving,TRUE,FALSE,3,56000,15300,35,
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Construction and Extraction,TRUE,FALSE,2,42760,2500,79,
47-2043.00,Floor Sanders and Finishers,Construction and Extraction,TRUE,FALSE,2,37510,700,87,
27-1023.00,Floral Designers,"Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,2,27200,4400,5,
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Production,FALSE,FALSE,2,30840,2900,-1,
51-3092.00,Food Batchmakers,Production,FALSE,FALSE,2,29720,24800,70,
51-3093.00,Food Cooking Machine Operators and Tenders,Production,FALSE,FALSE,2,30120,5700,61,
35-9099.00,"Food Preparation and Serving Related Workers, All Other",Food Preparation and Serving Related,TRUE,FALSE,-1,23850,10800,-1,
35-2021.00,Food Preparation Workers,Food Preparation and Serving Related,TRUE,FALSE,1,23730,158500,87,
51-3099.00,"Food Processing Workers, All Other",Production,FALSE,FALSE,-1,25870,5300,-1,
19-4011.02,Food Science Technicians,"Life, Physical, and Social Science",FALSE,FALSE,3,40860,3800,-1,Agricultural and Food Science Technicians
19-1012.00,Food Scientists and Technologists,"Life, Physical, and Social Science",FALSE,FALSE,4,65300,1800,8,
35-3041.00,"Food Servers, Nonrestaurant",Food Preparation and Serving Related,TRUE,FALSE,1,23290,46500,86,
11-9051.00,Food Service Managers,Management,TRUE,FALSE,2,54240,46900,8,
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Education, Training, and Library",TRUE,FALSE,5,67640,3000,-1,
19-4092.00,Forensic Science Technicians,"Life, Physical, and Social Science",TRUE,FALSE,4,58230,2400,1,
19-4093.00,Forest and Conservation Technicians,"Life, Physical, and Social Science",FALSE,TRUE,3,37180,4000,42,
45-4011.00,Forest and Conservation Workers,"Farming, Fishing, and Forestry",FALSE,TRUE,3,27460,2400,87,
33-1021.02,Forest Fire Fighting and Prevention Supervisors,Protective Service,FALSE,FALSE,3,76330,4800,-1,First-Line Supervisors of Fire Fighting and Prevention Workers
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Protective Service,TRUE,FALSE,3,39600,300,5,
33-2011.02,Forest Firefighters,Protective Service,FALSE,FALSE,2,49620,25000,-1,Firefighters
19-1032.00,Foresters,"Life, Physical, and Social Science",FALSE,FALSE,4,61410,1000,0.8,
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary","Education, Training, and Library",FALSE,FALSE,5,86900,200,-1,
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Production,FALSE,FALSE,2,38900,1200,93,
51-4071.00,Foundry Mold and Coremakers,Production,FALSE,FALSE,2,35430,1300,67,
13-2099.04,"Fraud Examiners, Investigators and Analysts",Business and Financial Operations,FALSE,FALSE,4,70280,13700,-1,"Financial Specialists, All Other"
53-6051.08,Freight and Cargo Inspectors,Transportation and Material Moving,FALSE,FALSE,4,73780,3300,-1,Transportation Inspectors
43-5011.01,Freight Forwarders,Office and Administrative Support,TRUE,TRUE,2,43210,10100,-1,Cargo and Freight Agents
17-2141.01,Fuel Cell Engineers,Architecture and Engineering,FALSE,TRUE,5,87370,22900,-1,Mechanical Engineers
17-3029.10,Fuel Cell Technicians,Architecture and Engineering,FALSE,TRUE,-1,63200,8800,-1,"Engineering Technicians, Except Drafters, All Other"
13-1131.00,Fundraisers,Business and Financial Operations,TRUE,FALSE,4,56950,11300,-1,
39-4021.00,Funeral Attendants,Personal Care and Service,FALSE,FALSE,2,26400,6000,37,
11-9061.00,Funeral Service Managers,Management,FALSE,FALSE,3,79180,1900,-1,
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Production,FALSE,FALSE,2,39160,2400,37,
51-7021.00,Furniture Finishers,Production,FALSE,FALSE,2,31950,2400,87,
39-3012.00,Gaming and Sports Book Writers and Runners,Personal Care and Service,FALSE,FALSE,2,24430,1800,91,
43-3041.00,Gaming Cage Workers,Office and Administrative Support,FALSE,FALSE,2,27490,2300,39,
41-2012.00,Gaming Change Persons and Booth Cashiers,Sales and Related,FALSE,FALSE,2,24880,4300,83,
39-3011.00,Gaming Dealers,Personal Care and Service,FALSE,FALSE,2,20120,15500,96,
11-9071.00,Gaming Managers,Management,TRUE,FALSE,3,74700,700,9,
39-3019.00,"Gaming Service Workers, All Other",Personal Care and Service,FALSE,FALSE,-1,27550,1600,-1,
39-1011.00,Gaming Supervisors,Personal Care and Service,TRUE,FALSE,2,49420,8800,28,First-Line Supervisors of Gaming Workers
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Protective Service,FALSE,FALSE,2,32680,1400,95,
53-7071.00,Gas Compressor and Gas Pumping Station Operators,Transportation and Material Moving,FALSE,FALSE,2,65210,400,91,
51-8092.00,Gas Plant Operators,Production,FALSE,FALSE,3,71070,1500,78,
51-9071.06,Gem and Diamond Workers,Production,FALSE,FALSE,3,39440,4400,-1,Jewelers and Precious Stone and Metal Workers
11-1021.00,General and Operations Managers,Management,TRUE,TRUE,4,100930,230000,16,
29-9092.00,Genetic Counselors,Healthcare Practitioners and Technical,TRUE,FALSE,5,80370,300,-1,
19-1029.03,Geneticists,"Life, Physical, and Social Science",FALSE,FALSE,5,79590,4700,-1,"Biological Scientists, All Other"
17-1022.01,Geodetic Surveyors,Architecture and Engineering,FALSE,FALSE,4,62580,4000,-1,Surveyors
19-3092.00,Geographers,"Life, Physical, and Social Science",FALSE,FALSE,5,80300,200,25,
15-1199.05,Geographic Information Systems Technicians,Computer and Mathematical,TRUE,TRUE,4,90270,35700,-1,"Computer Occupations, All Other"
25-1064.00,"Geography Teachers, Postsecondary","Education, Training, and Library",FALSE,FALSE,5,80350,400,-1,
19-4041.00,Geological and Petroleum Technicians,"Life, Physical, and Social Science",TRUE,FALSE,-1,53300,1800,91,
19-4041.02,Geological Sample Test Technicians,"Life, Physical, and Social Science",TRUE,TRUE,4,53300,1800,-1,Geological and Petroleum Technicians
19-4041.01,Geophysical Data Technicians,"Life, Physical, and Social Science",TRUE,TRUE,4,53300,1800,-1,Geological and Petroleum Technicians
19-2042.00,"Geoscientists, Except Hydrologists and Geographers","Life, Physical, and Social Science",FALSE,TRUE,4,91130,3600,63,
15-1199.04,Geospatial Information Scientists and Technologists,Computer and Mathematical,TRUE,TRUE,4,90270,35700,-1,"Computer Occupations, All Other"
11-3051.02,Geothermal Production Managers,Management,FALSE,TRUE,3,103380,13800,-1,Industrial Production Managers
49-9099.01,Geothermal Technicians,"Installation, Maintenance, and Repair",FALSE,TRUE,2,39320,21300,-1,"Installation, Maintenance, and Repair Workers, All Other"
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Production,FALSE,FALSE,2,33340,5300,-1,"Molders, Shapers, and Casters, Except Metal and Plastic"
47-2121.00,Glaziers,Construction and Extraction,TRUE,FALSE,2,43550,7000,73,
13-1041.04,Government Property Inspectors and Investigators,Business and Financial Operations,FALSE,FALSE,3,68860,30700,-1,Compliance Officers
45-2041.00,"Graders and Sorters, Agricultural Products","Farming, Fishing, and Forestry",FALSE,FALSE,1,24430,5800,41,
25-1191.00,Graduate Teaching Assistants,"Education, Training, and Library",FALSE,FALSE,5,33700,14900,-1,
27-1024.00,Graphic Designers,"Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,4,50370,30300,8,
11-2011.01,Green Marketers,Management,FALSE,TRUE,-1,117130,2700,-1,Advertising and Promotions Managers
51-9022.00,"Grinding and Polishing Workers, Hand",Production,FALSE,FALSE,1,29550,2600,97,
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,FALSE,FALSE,2,34850,7400,95,
37-3019.00,"Grounds Maintenance Workers, All Other",Building and Grounds Cleaning and Maintenance,FALSE,FALSE,-1,30420,2400,-1,
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service,TRUE,FALSE,3,24730,94600,11,
47-4041.00,Hazardous Materials Removal Workers,Construction and Extraction,TRUE,TRUE,3,42030,6600,53,
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Architecture and Engineering,FALSE,FALSE,-1,89130,2000,-1,
29-1199.00,"Health Diagnosing and Treating Practitioners, All Other",Healthcare Practitioners and Technical,TRUE,FALSE,-1,73960,3400,2,
21-1091.00,Health Educators,Community and Social Service,TRUE,FALSE,4,54220,8000,5,
25-1071.00,"Health Specialties Teachers, Postsecondary","Education, Training, and Library",TRUE,FALSE,5,97370,29400,-1,
29-2099.00,"Health Technologists and Technicians, All Other",Healthcare Practitioners and Technical,TRUE,FALSE,-1,42920,11700,40,
29-9099.00,"Healthcare Practitioners and Technical Workers, All Other",Healthcare Practitioners and Technical,TRUE,FALSE,-1,54620,2500,6,
21-1022.00,Healthcare Social Workers,Community and Social Service,TRUE,FALSE,5,56200,22200,0.4,
31-9099.00,"Healthcare Support Workers, All Other",Healthcare Support,TRUE,FALSE,-1,37830,11700,63,
29-2092.00,Hearing Aid Specialists,Healthcare Practitioners and Technical,TRUE,FALSE,3,52770,700,-1,
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Production,FALSE,FALSE,2,37520,1700,-1,
